cik,companyname,entityid,marketoperator,markettier,primaryexchange,primarysymbol,siccode,sicdescription
0000736994,ALLIANCE PHARMACEUTICAL CORP.,3943,,,,,2835,In Vitro and In Vivo Diagnostic Substances
0000737207,"MARINA BIOTECH, INC.",10195,OTC Markets,OTCQB,OTC,MRNA,2834,Pharmaceutical Preparations
0000737210,LNB BANCORP INC,7630,,,,,6022,State Commercial Banks
0000737243,"VALENTEC SYSTEMS, INC",2380,,,,,3480,"Ordnance and Accessories, (No Vehicles/Guided Missiles)"
0000737275,CELLCOM CORP,7420,,,,,9995,Non-Operating Establishments
0000737300,COVER ALL TECHNOLOGIES INC,3926,,,,,7372,Services-Prepackaged Software
0000737455,"CRUISECAM INTERNATIONAL, INC.",69197,,,,,6770,Blank Checks
0000737468,WASHINGTON TRUST BANCORP INC,242,NASDAQ,NASDAQ Global Select Market,Nasdaq Global Market,WASH,6022,State Commercial Banks
0000737561,UCI MEDICAL AFFILIATES INC,5382,,,,,8093,"Services-Specialty Outpatient Facilities, Not Elsewhere Classifi"
0000737572,ELAN CORP PLC,8952,,,,,2834,Pharmaceutical Preparations
0000737602,CUISINE SOLUTIONS INC,10207,OTC Markets,OTC Pink No Information,OTC,CUSI,2030,"Canned, Frozen and Preservd Fruit, Vegetables and Food Specialti"
0000737758,TORO CO,7010,NYSE,NYSE,NYSE,TTC,3524,Lawn and Garden Tractors and Home Lawn and Garden Equipment
0000737874,LAIDLAW INTERNATIONAL INC,1266,,,,,4100,Local and Suburban Transit and Interurban Hwy Passenger Trans
0000737875,FIRST KEYSTONE CORP,9963,OTC Markets,OTC Pink Current,OTC,FKYS,6022,State Commercial Banks
0000738076,3COM CORP,2770,,,,,3576,Computer Communications Equipment
0000738214,"AEMETIS, INC",463278,NASDAQ,NASDAQ Global Market,Nasdaq Global Market,AMTX,2860,Industrial Organic Chemicals
0000739421,CITIZENS FINANCIAL SERVICES INC,10633,OTC Markets,OTC Pink Current,OTC,CZFS,6022,State Commercial Banks
0000739460,CANYON RESOURCES CORP,1190,,,,,1040,Gold And Silver Ores
0000739512,"MYFREIGHTWORLD TECHNOLOGIES, INC.",556155,OTC Markets,OTC Pink No Information,OTC,MYFT,7310,Services-Advertising
0000739608,PENFORD CORP,9760,,,,,2040,Grain Mill Products
0000739708,"IHEARTCOMMUNICATIONS, INC.",5705,,,,,4832,Radio Broadcasting Stations
0000739878,"KID BRANDS, INC",8221,OTC Markets,OTC Pink No Information,OTC,KIDBQ,3990,Miscellaneous Manufacturing Industries
0000739944,MEDTOX SCIENTIFIC INC,563,,,,,8071,Services-Medical Laboratories
0000740125,OVERSEAS PARTNERS LTD,29845,,,,,6321,Accident and Health Insurance
0000740155,IOWA FIRST BANCSHARES CORP,4409,OTC Markets,OTC Pink Current,OTC,IOFB,6022,State Commercial Banks
0000740260,VENTAS INC,1093,NYSE,NYSE,NYSE,VTR,6798,Real Estate Investment Trusts
0000740571,NVCN CORP,267,OTC Markets,OTC Pink No Information,OTC,NVCP,3841,Surgical and Medical Instruments and Apparatus
0000740663,FIRST OF LONG ISLAND CORP,7826,NASDAQ,NASDAQ Capital Market,Nasdaq Capital Market,FLIC,6021,National Commercial Banks
0000740664,R F INDUSTRIES LTD,9251,NASDAQ,NASDAQ Global Market,Nasdaq Global Market,RFIL,3678,Electronic Connectors
0000740670,MICHAELS STORES INC,3807,,,,,5945,"Retail-Hobby, Toy and Game Shops"
0000740694,KAYDON CORP,11719,,,,,3562,Ball and Roller Bearings
0000740726,BROADCAST INTERNATIONAL INC,8437,,,,,7389,"Services-Business Services, Not Elsewhere Classified"
0000740761,BUCYRUS INTERNATIONAL INC,19990,,,,,3532,"Mining Machinery and Equipment, Except Oil and Gas Field Machine"
0000740806,F&M BANK CORP,4666,OTC Markets,OTCQX U.S. Premier,OTC,FMBM,6022,State Commercial Banks
0000740942,TOWER BANCORP INC,3741,,,,,6022,State Commercial Banks
0000740971,OLD POINT FINANCIAL CORP,11258,NASDAQ,NASDAQ Capital Market,Nasdaq Capital Market,OPOF,6021,National Commercial Banks
0000741017,OMEGA VENTURES GROUP INC,81362,OTC Markets,Caveat Emptor,OTC,OMGV,7389,"Services-Business Services, Not Elsewhere Classified"
0000741114,"ISATORI, INC.",377,,,,,2020,Dairy Products
0000741390,MIDWESTONE FINANCIAL GROUP INC,6665,,,,,6022,State Commercial Banks
0000741508,"NV ENERGY, INC.",6241,,,,,4931,Electric and Other Services Combined
0000741516,AMERICAN NATIONAL BANKSHARES INC.,4992,NASDAQ,NASDAQ Global Select Market,Nasdaq Global Market,AMNB,6021,National Commercial Banks
0000741556,TECHNOLOGY RESEARCH CORP,3620,,,,,3613,Switchgear and Switchboard Apparatus
0000741559,AMISTAR CORP,3239,OTC Markets,Caveat Emptor,OTC,AMTA,3559,"Special Industry Machinery, Not Elsewhere Classified"
0000741612,TNP ENTERPRISES INC,11647,,,,,4911,Electric Services
0000741696,APPLIED SIGNAL TECHNOLOGY INC,9521,,,,,3669,"Communications Equipment, Not Elsewhere Classified"
0000741815,HOOPER HOLMES INC,4679,NYSE,NYSE MKT,OTC,HPHW,8090,"Services-Miscellaneous Health and Allied Services, Not Elsewhere"
0000742054,CADENCE FINANCIAL CORP,1035,,,,,6021,National Commercial Banks
0000742070,WESTBANK CORP,8864,,,,,6022,State Commercial Banks
0000742112,INVACARE CORP,2835,NYSE,NYSE,NYSE,IVC,3842,"Orthopedic, Prosthetic, and Surgical Appliances and Supplies"
0000742126,"US ECOLOGY, INC.",8442,NASDAQ,NASDAQ Global Select Market,Nasdaq Global Market,ECOL,4953,Refuse Systems
0000742161,FIRST FRANKLIN CORP,453,,,,,6036,"Savings Institutions, Not Federally Chartered"
0000742248,APEX RESOURCES GROUP INC,1610,,,,,6221,Commodity Contracts Brokers and Dealers
0000742275,BEVERLY NATIONAL CORP,5944,,,,,6021,National Commercial Banks
0000742278,RPC INC,11363,NYSE,NYSE,NYSE,RES,1389,"Oil and Gas Field Services, Not Elsewhere Classified"
0000742358,IIS INTELLIGENT INFORMATION SYSTEMS LTD,84689,OTC Markets,OTC Pink No Information,OTC,IISLF,3575,Computer Terminals
0000742550,XETA TECHNOLOGIES INC,7552,,,,,3661,Telephone and Telegraph Apparatus
0000742679,FNB FINANCIAL SERVICES CORP,4109,,,,,6021,National Commercial Banks
0000742814,TELEMETRIX INC,221,,,,,3663,Radio and Television Broadcasting and Communications Equipment
0000743238,SPARTAN MOTORS INC,6930,NASDAQ,NASDAQ Global Select Market,Nasdaq Global Market,SPAR,3711,Motor Vehicles and Passenger Car Bodies
0000743241,LATTENO FOOD CORP,7682,OTC Markets,OTC Pink No Information,OTC,LATF,2090,Miscellaneous Food Preparations and Kindred Products
0000743316,MAXIM INTEGRATED PRODUCTS INC,4884,NASDAQ,NASDAQ Global Select Market,Nasdaq Global Market,MXIM,3674,Semiconductors and Related Devices
0000743367,BAR HARBOR BANKSHARES,11228,NYSE,NYSE MKT,NYSE MKT,BHB,6022,State Commercial Banks
0000743368,BOWATER INC,8181,,,,,2621,Paper Mills
0000743397,FIRST MCMINNVILLE CORP,26048,,,,,6021,National Commercial Banks
0000743532,ALFA CORP,5037,,,,,6331,"Fire, Marine and Casualty Insurance"
0000743758,"CLOUDCOMMERCE, INC.",49173,OTC Markets,OTCQB,OTC,CLWD,5900,Retail-Miscellaneous Retail
0000743870,RANCON REALTY FUND IV,29643,,,,,6500,Real estate
0000743884,MACROCHEM CORP,231,,,,,2834,Pharmaceutical Preparations
0000743988,XILINX INC,9805,NASDAQ,NASDAQ Global Select Market,Nasdaq Global Market,XLNX,3674,Semiconductors and Related Devices
0000744106,FEDDERS CORP /DE,1087,,,,,3585,Air-Conditioning and Warm Air Heating Equipment and Commercial a
0000744126,FIRST CHESTER COUNTY CORP,5862,,,,,6021,National Commercial Banks
0000744187,REX AMERICAN RESOURCES CORP,6142,NYSE,NYSE,NYSE,REX,2860,Industrial Organic Chemicals
0000744218,"CELLDEX THERAPEUTICS, INC.",8362,NASDAQ,NASDAQ Global Select Market,Nasdaq Global Market,CLDX,2835,In Vitro and In Vivo Diagnostic Substances
0000744452,APPLIED DNA SCIENCES INC,7266,NASDAQ,NASDAQ Capital Market,Nasdaq Capital Market,APDN,7380,Services-Miscellaneous Business Services
0000744455,GREAT WEST LIFE & ANNUITY INSURANCE CO,27602,,,,,,
0000744473,CADBURY PUBLIC LTD CO,58389,,,,,2086,Bottled and Canned Soft Drinks and Carbonated Waters
0000744485,NORTHERN STATES FINANCIAL CORP /DE/,1712,OTC Markets,OTC Pink Current,OTC,NSFC,6022,State Commercial Banks
0000744667,FORSTER DRILLING CORP,73377,,,,,3533,Oil and Gas Field Machinery and Equipment
0000744695,ZHAOHENG HYDROPOWER LTD,286057,OTC Markets,OTC Pink No Information,OTC,ZHYLF,4911,Electric Services
0000744765,CITYFED FINANCIAL CORP,3446,,,,,6162,Mortgage Bankers and Loan Correspondents
0000744778,COMMERCIAL FEDERAL CORP,10722,,,,,6035,"Savings Institution, Federally Chartered"
0000744825,AMERICAN SHARED HOSPITAL SERVICES,6464,NYSE,NYSE MKT,NYSE MKT,AMS,8071,Services-Medical Laboratories
0000744962,NXXI INC.,9373,,,,,2836,"Biological Products, (No Diagnostic Substances)"
0000745026,NS GROUP INC,7575,,,,,3312,"Steel Works, Blast Furnaces (Including Coke Ovens), and Rolling "
0000745083,UNION BANKSHARES CO/ME,23850,,,,,6022,State Commercial Banks
0000745084,ICOA INC,81315,OTC Markets,OTC Pink No Information,OTC,ICOA,4813,Telephone Communications (No Radiotelephone)
0000745274,CADMUS COMMUNICATIONS CORP/NEW,9293,,,,,2750,Commercial Printing
0000745308,ST JOE CO,4511,NYSE,NYSE,NYSE,JOE,6552,Land Subdividers and Developers (No Cemeteries)
0000745344,SUMMIT BANCSHARES INC /TX/,12028,,,,,6021,National Commercial Banks
0000745394,LESCO INC/OH,6128,,,,,2870,Agricultural Chemicals
0000745448,METALDYNE CORP,3013,,,,,3714,Motor Vehicle Parts and Accessories
0000745456,MONROE BANCORP,80919,,,,,6022,State Commercial Banks
0000745543,"ALL STATE PROPERTIES HOLDINGS, INC.",30882,OTC Markets,OTC Pink Limited,OTC,ATPT,2834,Pharmaceutical Preparations
0000745544,DELAWARE LIFE INSURANCE CO,23341,,,,,6311,Life Insurance
0000745614,STATE FINANCIAL SERVICES CORP,10146,,,,,6022,State Commercial Banks
0000745651,"ADVANCED BATTERY TECHNOLOGIES, INC.",24813,,,,,3690,"Miscellaneous Electrical Machinery, Equipment and Supplies"
0000745655,"CHINA CRESCENT ENTERPRISES, INC.",9263,OTC Markets,OTC Pink No Information,OTC,CCTR,3570,Computer And Office Equipment
0000745732,ROSS STORES INC,12007,NASDAQ,NASDAQ Global Select Market,Nasdaq Global Market,ROST,5651,Retail-Family Clothing Stores
0000745774,HYPERFEED TECHNOLOGIES INC,10564,,,,,6200,"Security and Commodity Brokers, Dealers, Exchanges and Services"
0000745788,"VIOQUEST PHARMACEUTICALS, INC.",4144,OTC Markets,OTC Pink No Information,OTC,VOQP,2834,Pharmaceutical Preparations
0000745981,MIDSOUTH BANCORP INC,6725,NYSE,NYSE,NYSE,MSL,6021,National Commercial Banks
0000746210,"GLOWPOINT, INC.",2450,NYSE,NYSE MKT,NYSE MKT,GLOW,4813,Telephone Communications (No Radiotelephone)
0000746253,NORTHERN EMPIRE BANCSHARES,466,,,,,6021,National Commercial Banks
0000746481,UNIZAN FINANCIAL CORP,7865,OTC Markets,OTC Pink Current,OTC,UNPA,6021,National Commercial Banks
0000746514,NEW ENGLAND REALTY ASSOCIATES LIMITED PARTNERSHIP,3609,NYSE,NYSE MKT,NYSE MKT,NEN,6513,Operators of Apartment Buildings
0000746515,EXPEDITORS INTERNATIONAL OF WASHINGTON INC,1552,NASDAQ,NASDAQ Global Select Market,Nasdaq Global Market,EXPD,4731,Arrangement of Transportation of Freight and Cargo
0000746598,BRADY CORP,1042,NYSE,NYSE,NYSE,BRC,3990,Miscellaneous Manufacturing Industries
0000746631,BRAVO ENTERPRISES LTD.,8542,OTC Markets,Caveat Emptor,OTC,OGNG,1311,Crude Petroleum and Natural Gas
0000746782,"COGNOS, INC.",9162,,,,,7372,Services-Prepackaged Software
0000746834,NGAS RESOURCES INC,10585,,,,,1311,Crude Petroleum and Natural Gas
0000746838,UNISYS CORP,3251,NYSE,NYSE,NYSE,UIS,7373,Services-Computer Integrated Systems Design
0000746967,DALECO RESOURCES CORP,6310,OTC Markets,OTC Pink No Information,OTC,DLOV,1311,Crude Petroleum and Natural Gas
0000747159,JMB 245 PARK AVENUE ASSOCIATES LTD,23911,,,,,6552,Land Subdividers and Developers (No Cemeteries)
0000747345,SMITHTOWN BANCORP INC,8037,,,,,6022,State Commercial Banks
0000747435,ALUF HOLDINGS INC,1875,OTC Markets,OTC Pink Limited,OTC,AHIX,3944,"Games, Toys and Children's Vehicles (No Dolls and Bicycles)"
0000747540,SURGE COMPONENTS INC,7299,OTC Markets,OTC Pink Current,OTC,SPRS,5065,"Wholesale-Electronic Parts and Equipment, Not Elsewhere Classifi"
0000747574,MEISENHEIMER CAPITAL INC,11570,,,,,8741,Services-Management Services
0000747605,VERAMARK TECHNOLOGIES INC,10938,,,,,7372,Services-Prepackaged Software
0000748015,SEALY CORP,9445,,,,,2510,Household Furniture
0000748055,ENVIRONMENTAL ENERGY SERVICES INC,10748,,,,,5090,Wholesale-Miscellaneous Durable Goods
0000748213,NORSAT INTERNATIONAL INC.,5954,,,,,3679,"Electronic Components, Not Elsewhere Classified"
0000748268,TIMEFIREVR INC.,806,OTC Markets,OTCQB,OTC,TFVR,7372,Services-Prepackaged Software
0000748270,MEDICAL ACTION INDUSTRIES INC,11421,,,,,3842,"Orthopedic, Prosthetic, and Surgical Appliances and Supplies"
0000748580,MAXUS REALTY TRUST INC.,10299,OTC Markets,OTC Pink Limited,OTC,MRTI,6798,Real Estate Investment Trusts
0000748592,NTN BUZZTIME INC,5272,NYSE,NYSE MKT,NYSE MKT,NTN,4833,Television Broadcasting Stations
0000748790,"GLOBAL CLEAN ENERGY HOLDINGS, INC.",11227,OTC Markets,OTC Pink Current,OTC,GCEH,0100,Agricultural Production-Crops
0000749028,LANDMARK LAND CO INC/DE,11368,OTC,Grey Market,OTC,LLND,6500,Real estate
0000749037,ORBOTECH LTD,5947,NASDAQ,NASDAQ Global Select Market,Nasdaq Global Market,ORBK,3823,"Industrial Instruments for Measurement, Display, and Control of "
0000749038,CONCURRENT COMPUTER CORP/DE,10214,NASDAQ,NASDAQ Global Market,Nasdaq Global Market,CCUR,3571,Electronic Computers
0000749098,MAGNA INTERNATIONAL INC,2964,NYSE,NYSE,NYSE,MGA,3714,Motor Vehicle Parts and Accessories
0000749132,"OIDON CO., LTD",497808,OTC Markets,OTC Pink No Information,OTC,OIDN,1040,Gold And Silver Ores
0000749153,DEL TACO RESTAURANT PROPERTIES II,23521,,,,,6500,Real estate
0000749251,GARTNER INC,9181,NYSE,NYSE,NYSE,IT,8741,Services-Management Services
0000749254,"ACCESS TO MONEY, INC.",11199,,,,,7200,Services-Personal Services
0000749290,SYNTHETECH INC,4838,,,,,2860,Industrial Organic Chemicals
0000749647,CELSION CORP,11943,NASDAQ,NASDAQ Capital Market,Nasdaq Capital Market,CLSN,2834,Pharmaceutical Preparations
0000749660,ICAD INC,11283,NASDAQ,NASDAQ Capital Market,Nasdaq Capital Market,ICAD,3841,Surgical and Medical Instruments and Apparatus
0000749753,SEALIFE CORP,54685,OTC Markets,OTC Pink No Information,OTC,SLIF,3990,Miscellaneous Manufacturing Industries
0000749872,BARRY R G CORP /OH/,3104,,,,,3140,"Footwear, (No Rubber)"
0000749935,WINLAND ELECTRONICS INC,1288,OTC Markets,OTC Pink Current,OTC,WELX,3823,"Industrial Instruments for Measurement, Display, and Control of "
0000750004,SCIENTIFIC GAMES CORP,8075,NASDAQ,NASDAQ Global Select Market,Nasdaq Global Market,SGMS,7373,Services-Computer Integrated Systems Design
0000750150,WESTBRIDGE RESEARCH GROUP,39381,,,,,2870,Agricultural Chemicals
0000750199,"EPL OIL & GAS, INC.",78028,,,,,1311,Crude Petroleum and Natural Gas
0000750304,HOUSING PROGRAMS LTD,23996,,,,,6500,Real estate
0000750443,STEWART W P & CO LTD,50012,,,,,6211,"Security Brokers, Dealers and Flotation Companies"
0000750556,SUNTRUST BANKS INC,1112,NYSE,NYSE,NYSE,STI,6021,National Commercial Banks
0000750558,QNB CORP,8270,OTC Markets,OTC Pink Current,OTC,QNBC,6022,State Commercial Banks
0000750561,PARALLEL PETROLEUM CORP,8738,,,,,1311,Crude Petroleum and Natural Gas
0000750574,"AUBURN NATIONAL BANCORPORATION, INC",2394,NASDAQ,NASDAQ Global Market,Nasdaq Global Market,AUBN,6022,State Commercial Banks
0000750577,HANCOCK HOLDING CO,6077,NASDAQ,NASDAQ Global Select Market,Nasdaq Global Market,HBHC,6022,State Commercial Banks
0000750686,CAMDEN NATIONAL CORP,1060,NASDAQ,NASDAQ Global Select Market,Nasdaq Global Market,CAC,6021,National Commercial Banks
0000750813,SEITEL INC,3662,,,,,1382,Oil and Gas Field Exploration Services
0000750901,FISCHER IMAGING CORP,4304,,,,,3844,X-Ray Apparatus and Tubes and Related Irradiation Apparatus
0000751085,"MAGNETEK, INC.",1067,,,,,3679,"Electronic Components, Not Elsewhere Classified"
0000751160,TOUCHSTONE SOFTWARE CORP /CA/,6833,,,,,7372,Services-Prepackaged Software
0000751364,"NATIONAL RETAIL PROPERTIES, INC.",11382,NYSE,NYSE,NYSE,NNN,6798,Real Estate Investment Trusts
0000751365,VIRCO MFG CORPORATION,6880,NASDAQ,NASDAQ Global Market,Nasdaq Global Market,VIRC,2531,Public Building and Related Furniture
0000751406,"GLOBAL CLEAN ENERGY, INC.",75198,OTC Markets,OTC Pink Current,OTC,GCEI,2860,Industrial Organic Chemicals
0000751418,SFG FINANCIAL CORP,11496,,,,,7389,"Services-Business Services, Not Elsewhere Classified"
0000751652,DOMINION QUESTAR CORP,4214,,,,,4923,Natural Gas Transmission and Distribution
0000751799,CALIFORNIA STEEL INDUSTRIES INC,63936,,,,,3312,"Steel Works, Blast Furnaces (Including Coke Ovens), and Rolling "
0000751978,VICOR CORP,8202,NASDAQ,NASDAQ Global Select Market,Nasdaq Global Market,VICR,3679,"Electronic Components, Not Elsewhere Classified"
0000752195,COMMUNITY BANCSHARES INC /DE/,22885,,,,,6022,State Commercial Banks
0000752294,ELECTRONIC SYSTEMS TECHNOLOGY INC,11093,OTC Markets,OTC Pink Current,OTC,ELST,3670,Electronic Components And Accessories
0000752391,"AMERICAN RESOURCE TECHNOLOGIES, INC.",66616,,,,,1311,Crude Petroleum and Natural Gas
0000752431,NETWORK EQUIPMENT TECHNOLOGIES INC,8586,,,,,3576,Computer Communications Equipment
0000752634,EARTH SEARCH SCIENCES INC,4231,OTC Markets,OTC Pink Limited,OTC,ESSE,1311,Crude Petroleum and Natural Gas
0000752642,"UMH PROPERTIES, INC.",10640,NYSE,NYSE,NYSE,UMH,6798,Real Estate Investment Trusts
0000752714,MCGRATH RENTCORP,5731,NASDAQ,NASDAQ Global Select Market,Nasdaq Global Market,MGRC,7359,"Services-Equipment Rental and Leasing, Not Elsewhere Classified"
0000752789,"XCORPOREAL, INC.",3108,OTC Markets,OTC Pink No Information,OTC,XCRP,3845,Electromedical and Electrotherapeutic Apparatus
0000752902,LUCID INC,160133,OTC Markets,OTC Pink No Information,OTC,LCDX,3841,Surgical and Medical Instruments and Apparatus
0000753048,"AXION INTERNATIONAL HOLDINGS, INC.",1153,,,,,3086,Plastics Foam Products
0000753050,SAND TECHNOLOGY INC,78587,,,,,7372,Services-Prepackaged Software
0000753058,OCE N V,76320,,,,,3861,Photographic Equipment and Supplies
0000753224,CHINA NUTRIFRUIT GROUP LTD,71358,,,,,2033,"Canned Fruits, Vegetables, Preserves, Jams, and Jellies"
0000753308,NEXTERA ENERGY INC,6108,NYSE,NYSE,NYSE,NEE,4911,Electric Services
0000753557,LBO CAPITAL CORP,7755,OTC,Grey Market,OTC,LBOA,6770,Blank Checks
0000753568,EXAR CORP,8154,,,,,3674,Semiconductors and Related Devices
0000753682,MERCHANTS & MANUFACTURERS BANCORPORATION INC,1494,,,,,6022,State Commercial Banks
0000753762,AKTIEBOLAGET VOLVO \PUBL\,98621,,,,,3711,Motor Vehicles and Passenger Car Bodies
0000753772,MEDIZONE INTERNATIONAL INC,8400,OTC Markets,OTCQB,OTC,MZEI,5122,"Wholesale-Drugs, Proprietaries and Druggists' Sundries"
0000753899,SANDS REGENT,5697,,,,,7990,Services-Miscellaneous Amusement and Recreation
0000754009,SIERRA HEALTH SERVICES INC,5204,,,,,6324,Hospital and Medical Service Plans
0000754516,BROOKTROUT INC,7521,,,,,3661,Telephone and Telegraph Apparatus
0000754568,ICF CORP,2641,,,,,4813,Telephone Communications (No Radiotelephone)
0000754597,HABERSHAM BANCORP,10335,OTC Markets,OTC Pink No Information,OTC,HABC,6022,State Commercial Banks
0000754673,SUFFOLK BANCORP,1694,,,,,6021,National Commercial Banks
0000754737,SCANA CORP,3780,NYSE,NYSE,NYSE,SCG,4931,Electric and Other Services Combined
0000754811,U S GLOBAL INVESTORS INC,597,NASDAQ,NASDAQ Capital Market,Nasdaq Capital Market,GROW,6282,Investment Advice
0000754813,"HEALTHWAREHOUSE.COM, INC.",5961,OTC Markets,OTCQB,OTC,HEWA,5912,Retail-Drug Stores and Proprietary Stores
0000755001,UNITIL CORP,1985,NYSE,NYSE,NYSE,UTL,4931,Electric and Other Services Combined
0000755003,MATERIAL SCIENCES CORP,3382,,,,,3470,"Coating, Engraving and Allied Services"
0000755113,ORION HEALTHCORP INC,66844,OTC Markets,OTC Pink No Information,OTC,ORNH,8011,Services-Offices and Clinics Of Doctors Of Medicine
0000755199,TRANSMONTAIGNE LLC,7447,,,,,4610,Pipe Lines (No Natural Gas)
0000755229,VPGI CORP,4494,,,,,3651,Household Audio and Video Equipment
0000755328,NEOTACTIX CORP,89885,,,,,8742,Services-Management Consulting Services
0000755806,"PONIARD PHARMACEUTICALS, INC.",2239,OTC Markets,OTC Pink No Information,OTC,PARD,2834,Pharmaceutical Preparations
0000755933,INTERCHANGE FINANCIAL SERVICES CORP /NJ/,8650,,,,,6021,National Commercial Banks
0000756502,SKYTERRA COMMUNICATIONS INC,6008,,,,,4899,"Communications Services, Not Elsewhere Classified"
0000756620,BT GROUP PLC,903,NYSE,NYSE,NYSE,BT,4813,Telephone Communications (No Radiotelephone)
0000756767,HAMPTON CONSULTING CORP,1821,,,,,8700,"Services-Engineering, Accounting, Research, Management"
0000756862,HIGHLANDS BANKSHARES INC /WV/,23530,OTC Markets,OTCQB,OTC,HBSI,6022,State Commercial Banks
0000756894,BARRICK GOLD CORP,82965,NYSE,NYSE,NYSE,ABX,1040,Gold And Silver Ores
0000757011,USG CORP,8285,NYSE,NYSE,NYSE,USG,3270,"Concrete, Gypsum and Plaster Products"
0000757563,CONVERSION SOLUTIONS HOLDINGS CORP.,10464,,,,,7812,Services-Motion Picture and Video Tape Production
