adsh	cik	name	sic	countryba	stprba	cityba	zipba	bas1	bas2	baph	countryma	stprma	cityma	zipma	mas1	mas2	countryinc	stprinc	ein	former	changed	afs	wksi	fye	form	period	fy	fp	filed	accepted	prevrpt	detail	instance	nciks	aciks
0001023844-16-000035	1023844	NATIONAL HOLDINGS CORP	6200	US	NY	NEW YORK	10022	410 PARK AVENUE	14TH FLOOR	212-417-8000	US	NY	NEW YORK	10022	410 PARK AVENUE	14TH FLOOR	US	DE	364128138	OLYMPIC CASCADE FINANCIAL CORP	19960927	5-SML	0	0930	10-K	20160930	2016	FY	20161229	2016-12-29 14:05:00.0	0	1	nhld-20160930.xml	1	
0001023860-16-000009	1023860	STEWARDSHIP FINANCIAL CORP	6022	US	NJ	MIDLAND PARK	07432	630 GODWIN AVE		2014447100	US	NJ	MIDLAND PARK	07432	630 GODWIN AVE		US	NJ	223351447			5-SML	0	1231	10-Q	20160930	2016	Q3	20161110	2016-11-10 11:20:00.0	0	1	ssfn-20160930.xml	1	
0001024305-16-000230	1024305	COTY INC.	2844	US	NY	NEW YORK	10118	350 FIFTH AVENUE		212-389-7300	US	NY	NEW YORK	10118	350 FIFTH AVENUE				133823358	COTY INC /	19961004	1-LAF	0	0630	10-Q	20160930	2017	Q1	20161109	2016-11-09 16:38:00.0	0	1	coty-20160930.xml	1	
0001024478-16-000071	1024478	ROCKWELL AUTOMATION INC	3829	US	WI	MILWAUKEE	53204	1201 SOUTH 2ND STREET		414-382-2000	US	WI	MILWAUKEE	53204	1201 SOUTH 2ND STREET		US	DE	251797617	ROCKWELL  AUTOMATION INC	20020507	1-LAF	1	0930	10-K	20160930	2016	FY	20161115	2016-11-15 13:04:00.0	0	1	rok-20160930.xml	1	
0001024725-16-000041	1024725	TENNECO INC	3714	US	IL	LAKE FOREST	60045	500 NORTH FIELD DRIVE		847-482-5000	US	IL	LAKE FOREST	60045	500 N FIELD DR	ROOM T 2560B	US	DE	760515284	TENNECO AUTOMOTIVE INC	19991112	1-LAF	0	1231	10-Q	20160930	2016	Q3	20161104	2016-11-04 11:26:00.0	0	1	ten-20160930.xml	1	
0001025378-16-000099	1025378	W. P. CAREY INC.	6798	US	NY	NEW YORK	10020	50 ROCKEFELLER PLAZA		2124921100	US	NY	NEW YORK	10020	50 ROCKEFELLER PLAZA		US	MD	133912578	W P CAREY & CO LLC	20110722	1-LAF	0	1231	10-Q	20160930	2016	Q3	20161103	2016-11-03 17:18:00.0	0	1	wpc-20160930.xml	1	
0001025835-16-000187	1025835	ENTERPRISE FINANCIAL SERVICES CORP	6022	US	MO	CLAYTON	63105	150 NORTH MERAMEC	150 NORTH MERAMEC	3147255500	US	MO	CLAYTON	63105	150 NORTH MERAMEC	150 NORTH MERAMEC	US	DE	431706259	ENTERBANK HOLDINGS INC	19961024	2-ACC	0	1231	10-Q	20160930	2016	Q3	20161025	2016-10-25 16:23:00.0	0	1	efsc-20160930.xml	1	
0001025953-16-000191	1025953	NOVATION COMPANIES, INC.	6531	US	MO	KANSAS CITY	64108	2114 CENTRAL	STE 600	8162377000	US	MO	KANSAS CITY	64108	2114 CENTRAL	STE 600	US	MD	742830661	NOVASTAR FINANCIAL INC	19970723	5-SML	0	1231	10-Q	20160930	2016	Q3	20161114	2016-11-14 16:03:00.0	0	1	novc-20160930.xml	1	
0001025996-16-000417	1025996	KILROY REALTY CORP	6798	US	CA	LOS ANGELES	90064	12200 W. OLYMPIC BLVD., SUITE 200		3104818400	US	CA	LOS ANGELES	90064	12200 W. OLYMPIC BLVD., SUITE 200		US	MD	954598246			1-LAF	0	1231	10-Q	20160930	2016	Q3	20161028	2016-10-28 17:30:00.0	0	1	krc-20160930.xml	2	1493976
0001026214-16-000148	1026214	FEDERAL HOME LOAN MORTGAGE CORP	6111	US	VA	MCLEAN	22102	8200 JONES BRANCH DR		7039032000	US	VA	MCLEAN	22102	8200 JONES BRANCH DR				520904874			1-LAF	0	1231	10-Q	20160930	2016	Q3	20161101	2016-11-01 07:58:00.0	0	1	fmcc-20160930.xml	1	
0001026608-16-000125	2098	ACME UNITED CORP	3420	US	CT	FAIRFIELD	06824	55 WALLS DRIVE		203-254-6060	US	CT	FAIRFIELD	06824	55 WALLS DRIVE		US	CT	060236700	ACME SHEAR CO	19710713	5-SML	0	1231	10-Q	20160930	2016	Q3	20161104	2016-11-04 16:45:00.0	0	1	acu-20160930.xml	1	
0001026655-16-000074	1026655	CORE MOLDING TECHNOLOGIES INC	3089	US	OH	COLUMBUS	43228	800 MANOR PARK DRIVE	P O BOX 28183	8006666960	US	OH	COLUMBUS	43228	800 MANOR PARK DR	P O BOX 28183	US	DE	311481870	CORE MATERIALS CORP	19961107	2-ACC	0	1231	10-Q	20160930	2016	Q3	20161104	2016-11-04 15:28:00.0	0	1	cmt-20160930.xml	1	
0001027884-16-000480	1027884	CHICAGO BRIDGE & IRON CO N V	1700	NL		THE HAGUE	2595 AK	PRINSES BEATRIXLAAN 35		31-70-373-20	NL		THE HAGUE	2595 AK	PRINSES BEATRIXLAAN 35		NL		000000000			1-LAF	0	1231	10-Q	20160930	2016	Q3	20161028	2016-10-27 18:21:00.0	0	1	cbi-20160930.xml	1	
0001028734-16-000300	1028734	COBIZ FINANCIAL INC	6021	US	CO	DENVER	80202	821 - 17TH STREET	SUITE 900	3032932265	US	CO	DENVER	80202	821 - 17TH STREET	SUITE 900	US	CO	840826324	COBIZ INC	20010322	2-ACC	0	1231	10-Q	20160930	2016	Q3	20161028	2016-10-28 16:01:00.0	0	1	cobz-20160930.xml	1	
0001028918-16-000256	1028918	PACIFIC PREMIER BANCORP INC	6022	US	CA	IRVINE	92614	17901 VON KARMAN AVE	SUITE 1200	949-864-8000	US	CA	IRVINE	92614	17901 VON KARMAN AVE	SUITE 1200	US	DE	330743196			2-ACC	0	1231	10-Q	20160930	2016	Q3	20161109	2016-11-08 21:05:00.0	0	1	ppbi-20160930.xml	1	
0001028954-16-000021	1028954	SUSSEX BANCORP	6022	US	NJ	FRANKLIN	07416	399 RTE 23		9738272914	US	NJ	FRANKLIN	07416	399 RTE 23		US	NJ	223475473			5-SML	0	1231	10-Q	20160930	2016	Q3	20161110	2016-11-10 16:41:00.0	0	1	sbbx-20160930.xml	1	
0001029199-16-000200	1029199	EURONET WORLDWIDE INC	6099	US	KS	LEAWOOD	66211	3500 COLLEGE BOULEVARD		913-327-4200	US	KS	LEAWOOD	66211	3500 COLLEGE BOULEVARD		US	DE	742806888	EURONET SERVICES INC	19961218	1-LAF	0	1231	10-Q	20160930	2016	Q3	20161028	2016-10-28 17:25:00.0	0	1	eeft-20160930.xml	1	
0001029730-16-000034	1029730	LADENBURG THALMANN FINANCIAL SERVICES INC	6211	US	FL	MIAMI	33137	4400 BISCAYNE BLVD.	12TH FLOOR	212-409-2000	US	FL	MIAMI	33137	4400 BISCAYNE BLVD.	12TH FLOOR	US	FL	650701248	GBI CAPITAL MANAGEMENT CORP	19990826	2-ACC	0	1231	10-Q	20160930	2016	Q3	20161107	2016-11-07 17:21:00.0	0	1	lts-20160930.xml	1	
0001029744-16-000025	1029744	SONIC FOUNDRY INC	3663	US	WI	MADISON	53703	222 W. WASHINGTON AVENUE	SUITE 775	6084431600	US	WI	MADISON	53703	222 W. WASHINGTON AVENUE	SUITE 775	US	MD	391783372			5-SML	0	0930	10-K	20160930	2016	FY	20161222	2016-12-22 16:12:00.0	0	1	sofo-20160930.xml	1	
0001030469-16-000094	1030469	OFG BANCORP	6022	PR		SAN JUAN	00918	254 MU?OZ RIVERA AVENUE		7877716800	PR		SAN JUAN	00918	254 MU?OZ RIVERA AVENUE		PR		660538893	ORIENTAL FINANCIAL GROUP INC	19970110	2-ACC	0	1231	10-Q	20160930	2016	Q3	20161104	2016-11-04 13:06:00.0	0	1	ofg-20160930.xml	1	
0001031029-16-000114	1031029	STARTEK, INC.	7363	US	CO	GREENWOOD VILLAGE	80111	8200 E. MAPLEWOOD AVE.	SUITE 100	303-262-4500	US	CO	GREENWOOD VILLAGE	80111	8200 E. MAPLEWOOD AVE.	SUITE 100	US	DE	841370538	STARTEK, INC.	20130201	2-ACC	0	1231	10-Q	20160930	2016	Q3	20161108	2016-11-08 16:52:00.0	0	1	srt-20160930.xml	1	
0001031203-16-000070	1031203	GROUP 1 AUTOMOTIVE INC	5500	US	TX	HOUSTON	77024	800 GESSNER	SUITE 500	713-647-5700	US	TX	HOUSTON	77024	800 GESSNER	SUITE 500	US	DE	760506313			1-LAF	0	1231	10-Q	20160930	2016	Q3	20161103	2016-11-02 18:22:00.0	0	1	gpi-20160930.xml	1	
0001031296-16-000121	1031296	FIRSTENERGY CORP	4911	US	OH	AKRON	44308-1890	76 SOUTH MAIN ST		330-761-7837	US	OH	AKRON	44308-1890	76 SOUTH MAIN ST		US	OH	341843785			1-LAF	0	1231	10-Q	20160930	2016	Q3	20161104	2016-11-04 17:17:00.0	0	1	fe-20160930.xml	2	1407703
0001031623-16-000051	1031623	GULF ISLAND FABRICATION INC	3440	US	TX	HOUSTON	77084	16225 PARK TEN PLACE, SUITE 280		7137146100	US	TX	HOUSTON	77084	16225 PARK TEN PLACE, SUITE 280		US	LA	721147390			2-ACC	0	1231	10-Q	20160930	2016	Q3	20161102	2016-11-02 15:57:00.0	0	1	gifi-20160930.xml	1	
0001032220-16-000249	1032220	MAXIMUS INC	7389	US	VA	RESTON	20190	ATTN: TREASURY DEPT.	1891 METRO CENTER DRIVE	7032518500	US	VA	RESTON	20190	ATTN: TREASURY DEPT.	1891 METRO CENTER DRIVE	US	VA	541000588			1-LAF	1	0930	10-K	20160930	2016	FY	20161121	2016-11-21 08:14:00.0	0	1	mms-20160930.xml	1	
0001032975-16-000106	1032975	LOGITECH INTERNATIONAL SA	3577	US	CA	NEWARK	94560	7700 GATEWAY BOULEVARD	C/O LOGITECH INC	5107958500	US	CA	NEWARK	94560	7700 GATEWAY BOULEVARD				000000000			1-LAF	0	0331	10-Q	20160930	2016	Q2	20161027	2016-10-27 16:45:00.0	0	1	logi-20160930.xml	1	
0001033012-16-000165	1033012	FLAGSTAR BANCORP INC	6035	US	MI	TROY	48098-2639	5151 CORPORATE DRIVE		248-312-2000	US	MI	TROY	48098-2639	5151 CORPORATE DRIVE		US	MI	383150651			2-ACC	0	1231	S-4	20160630	2016	Q2	20161007	2016-10-07 16:26:00.0	1	1	fbc-20160630.xml	1	
0001033012-16-000172	1033012	FLAGSTAR BANCORP INC	6035	US	MI	TROY	48098-2639	5151 CORPORATE DRIVE		248-312-2000	US	MI	TROY	48098-2639	5151 CORPORATE DRIVE		US	MI	383150651			2-ACC	0	1231	10-Q	20160930	2016	Q3	20161107	2016-11-07 13:34:00.0	0	1	fbc-20160930.xml	1	
0001033012-16-000175	1033012	FLAGSTAR BANCORP INC	6035	US	MI	TROY	48098-2639	5151 CORPORATE DRIVE		248-312-2000	US	MI	TROY	48098-2639	5151 CORPORATE DRIVE		US	MI	383150651			2-ACC	0	1231	S-4/A	20160930	2016	Q3	20161110	2016-11-10 14:20:00.0	0	1	fbc-20160930.xml	1	
0001033905-16-000192	1033905	LUMINEX CORP	3841	US	TX	AUSTIN	78727	12212 TECHNOLOGY BLVD	512-219-8020		US	TX	AUSTIN	78727	12212 TECHNOLOGY BLVD		US	DE	742747608			1-LAF	0	1231	10-Q	20160930	2016	Q3	20161101	2016-11-01 11:31:00.0	0	1	lmnx-20160930.xml	1	
0001034054-16-000025	1034054	SBA COMMUNICATIONS CORP	4899	US	FL	BOCA RATON	33487	8051 CONGRESS AVENUE		5612269345	US	FL	BOCA RATON	33487	8051 CONGRESS AVENUE		US	FL	650716501			1-LAF	0	1231	10-Q	20160930	2016	Q3	20161109	2016-11-09 14:39:00.0	0	1	sbac-20160930.xml	1	
0001035002-16-000123	1035002	VALERO ENERGY CORP/TX	2911	US	TX	SAN ANTONIO	78269-6000	P.O. BOX 696000		2103452000	US	TX	SAN ANTONIO	78269-6000	P.O. BOX 696000		US	DE	741828067			1-LAF	0	1231	10-Q	20160930	2016	Q3	20161108	2016-11-08 13:11:00.0	0	1	vlo-20160930.xml	1	
0001035201-16-000020	1035201	CALIFORNIA WATER SERVICE GROUP	4941	US	CA	SAN JOSE	95112	1720 N FIRST ST	C/O CALIFORNIA WATER SERVICE CO	4083678200	US	CA	SAN JOSE	95112	1720 FIRST ST	C/O CALIFORNIA WATER SERVICE CO	US	DE	770448994			1-LAF	0	1231	10-Q	20160930	2016	Q3	20161027	2016-10-27 15:06:00.0	0	1	cwt-20160930.xml	1	
0001035216-16-000026	1035216	SOUTH JERSEY GAS CO	4923	US	NJ	FOLSOM	08037	ONE SOUTH JERSEY PLAZA		6095619000	US	NJ	FOLSOM	08037	ONE SOUTH JERSEY PLAZA		US	NJ	210398330	SOUTH JERSEY GAS CO/NEW	19970306	4-NON	0	1231	10-Q	20160930	2016	Q3	20161104	2016-11-04 15:28:00.0	0	1	sjg-20160930.xml	1	
0001035267-16-000240	1035267	INTUITIVE SURGICAL INC	3842	US	CA	SUNNYVALE	94086	1020 KIFER ROAD		4085232100	US	CA	SUNNYVALE	94086	1020 KIFER ROAD		US	DE	770416458			1-LAF	0	1231	10-Q	20160930	2016	Q3	20161019	2016-10-19 16:16:00.0	0	1	isrg-20160930.xml	1	
0001035443-16-000241	1035443	ALEXANDRIA REAL ESTATE EQUITIES INC	6798	US	CA	PASADENA	91101	385 E. COLORADO BLVD	SUITE 299	6265780777	US	CA	PASADENA	91101	385 E. COLORADO BLVD	SUITE 299	US	MD	954502084			1-LAF	0	1231	10-Q	20160930	2016	Q3	20161102	2016-11-02 16:13:00.0	0	1	are-20160930.xml	1	
0001035748-16-000053	1035748	CALLIDUS SOFTWARE INC	7371	US	CA	DUBLIN	94568	4140 DUBLIN BLVD	SUITE 400	925-251-2200	US	CA	DUBLIN	94568	4140 DUBLIN BLVD	SUITE 400	US	DE	770438629	TALLYUP SOFTWARE INC	19980807	1-LAF	0	1231	10-Q	20160930	2016	Q3	20161103	2016-11-02 21:01:00.0	0	1	cald-20160930.xml	1	
0001036262-16-000062	1036262	INTEST CORP	3825	US	NJ	MT. LAUREL	08054	804 EAST GATE DR., SUITE 200		856-505-8800	US	NJ	MT. LAUREL	08054	804 EAST GATE DR., SUITE 200		US	DE	222370659			5-SML	0	1231	10-Q	20160930	2016	Q3	20161114	2016-11-14 13:48:00.0	0	1	intt-20160930.xml	1	
0001036848-16-000121	1036848	AEROCENTURY CORP	7359	US	CA	BURLINGAME	94010	1440 CHAPIN AVE STE 310		6503401888	US	CA	BURLINGAME	94010	1440 CHAPIN AVENUE SUITE 310		US	DE	943263974	AEROMAX INC	19970331	5-SML	0	1231	10-Q	20160930	2016	Q3	20161110	2016-11-10 14:57:00.0	0	1	acy-20160930.xml	1	
0001037016-16-000098	1037016	NII HOLDINGS INC	4812	US	VA	RESTON	20190	1875 EXPLORER ST.	SUITE 1000	7033905100	US	VA	RESTON	20190	1875 EXPLORER ST.	SUITE 1000	US	DE	911671412	NEXTEL INTERNATIONAL INC	19970919	4-NON	0	1231	10-Q	20160930	2016	Q3	20161114	2016-11-14 06:07:00.0	0	1	nihd-20160930.xml	1	
0001037038-16-000024	1037038	RALPH LAUREN CORP	2320	US	NY	NEW YORK	10022	650 MADISON AVENUE		2123187000	US	NY	NEW YORK	10022	650 MADISON AVENUE		US	DE	132622036	POLO RALPH LAUREN CORP	19970402	1-LAF	0	0331	10-Q	20160930	2016	Q2	20161110	2016-11-10 16:03:00.0	0	1	rl-20161001.xml	1	
0001037646-16-000066	1037646	METTLER TOLEDO INTERNATIONAL INC/	3826	US	OH	COLUMBUS	43240	1900 POLARIS PARKWAY		6144384511	US	OH	COLUMBUS	43240	1900 POLARIS PARKWAY		US	DE	133668641	METTLER TOLEDO INTERNATIONAL INC	19971117	1-LAF	1	1231	10-Q	20160930	2016	Q3	20161104	2016-11-04 10:15:00.0	0	1	mtd-20160930.xml	1	
0001037976-16-000147	1037976	JONES LANG LASALLE INC	6531	US	IL	CHICAGO	60601	200 E RANDOLPH DR		3127825800	US	IL	CHICAGO	60601	C/O JONES LANG LASALLE INC	200 EAST RANDOLPH DRIVE	US	MD	364150422	LASALLE PARTNERS INC	19970417	1-LAF	1	1231	10-Q	20160930	2016	Q3	20161103	2016-11-03 12:05:00.0	0	1	jll-20160930.xml	1	
0001038133-16-000316	1038133	HESKA CORP	2836	US	CO	LOVELAND	80538	3760 ROCKY MOUNTAIN AVENUE		9704937272	US	CO	LOVELAND	80538	3760 ROCKY MOUNTAIN AVENUE		US	DE	770192527			2-ACC	0	1231	10-Q	20160930	2016	Q3	20161104	2016-11-04 16:29:00.0	0	1	hska-20160930.xml	1	
0001038357-16-000173	1038357	PIONEER NATURAL RESOURCES CO	1311	US	TX	IRVING	75039	200 WILLIAMS SQUARE WEST	5205 N OCONNOR BLVD	9724449001	US	TX	IRVING	75039	200 WILLIAMS SQUARE WEST	5205 N OCONNOR BLVD	US	DE	752702753			1-LAF	0	1231	10-Q	20160930	2016	Q3	20161102	2016-11-02 16:32:00.0	0	1	pxd-20160930.xml	1	
0001038509-16-000093	1038509	PRUCO LIFE INSURANCE OF NEW JERSEY	6311	US	NJ	NEWARK	07102	213 WASHINGTON ST		9738022859	US	NJ	NEWARK	07102	213 WASHINGTON ST		US	NJ	222426091			4-NON	0	1231	10-Q	20160930	2016	Q3	20161110	2016-11-10 16:36:00.0	0	1	cik1038509-20160930.xml	1	
0001038838-16-000310	827099	TETRIDYN SOLUTIONS INC	7372	US	PA	LANCASTER	17603	800 SOUTH QUEEN STREET		717-715-0238	US	PA	LANCASTER	17603	800 SOUTH QUEEN STREET		US	NV	650008012	CREATIVE VENDING CORP	19960408	5-SML	0	1231	10-Q	20160930	2016	Q3	20161107	2016-11-07 14:00:00.0	0	1	tdys-20160930.xml	1	
0001038838-16-000314	924805	BMB MUNAI INC	1311	US	UT	SALT LAKE CITY	84101	C/O POULTON & YORDAN	324 SOUTH 400 WEST SUITE 250	801-355-2227	US	UT	SALT LAKE CITY	84101	C/O POULTON & YORDAN	324 SOUTH 400 WEST SUITE 250	US	NV	300233726	INTERUNION FINANCIAL CORP	19960719	5-SML	0	0331	10-Q	20160930	2016	Q2	20161114	2016-11-14 12:27:00.0	0	1	kaz-20160930.xml	1	
0001038838-16-000315	828878	HH BIOTECHNOLOGY HOLDINGS CO	6500	CN		HEPING DISTRICT, SHENYANG	110003	C SITE 25-26F PRESIDENTIAL BUILDING	NO. 69 HEPING NORTH STREET	0086-24-2281	CN		HEPING DISTRICT, SHENYANG	110003	C SITE 25-26F PRESIDENTIAL BUILDING	NO. 69 HEPING NORTH STREET	US	NV	870450232	GREAT CHINA INTERNATIONAL HOLDINGS, INC.	20051117	5-SML	0	1231	10-Q	20160930	2016	Q3	20161114	2016-11-14 12:32:00.0	0	1	gcih-20160930.xml	1	
0001038838-16-000319	1531272	OCEAN THERMAL ENERGY CORP	4911	US	PA	LANCASTER	17603	800 SOUTH QUEEN STREET		717-299-1344	US	PA	LANCASTER	17603	800 SOUTH QUEEN STREET		US	DE	800968237			5-SML	0	1231	10-Q	20160930	2016	Q3	20161114	2016-11-14 16:03:00.0	0	1	otec-20160930.xml	1	
0001039399-16-000070	1039399	FORMFACTOR INC	3674	US	CA	LIVERMORE	94551	7005 SOUTHFRONT ROAD		9252433522	US	CA	LIVERMORE	94551	7005 SOUTHFRONT ROAD		US	DE	133711155			2-ACC	0	1231	10-Q	20160930	2016	Q3	20161103	2016-11-03 16:18:00.0	0	1	form-20160924.xml	1	
0001039684-16-000159	1039684	ONEOK INC /NEW/	4923	US	OK	TULSA	74103	100 WEST 5TH ST		9185887000	US	OK	TULSA	74103	100 WEST 5TH ST		US	OK	731520922	WAI INC	19970519	1-LAF	1	1231	10-Q	20160930	2016	Q3	20161102	2016-11-02 16:12:00.0	0	1	oks-20160930.xml	1	
0001039828-16-000246	1039828	AMERICAN EQUITY INVESTMENT LIFE HOLDING CO	6311	US	IA	WEST DEMOINES	50266	6000 WESTOWN PARKWAY		5152210002	US	IA	WEST DES MOINES	50266	6000 WESTOWN PARKWAY		US	IA	421447959			1-LAF	1	1231	10-Q	20160930	2016	Q3	20161109	2016-11-09 16:09:00.0	0	1	ael-20161109.xml	1	
0001040161-16-000080	1040161	PIXELWORKS, INC	3674	US	CA	SAN JOSE	95110	224 AIRPORT PARKWAY	SUITE 400	408-200-9200	US	CA	SAN JOSE	95110	224 AIRPORT PARKWAY	SUITE 400	US	OR	911761992	PIXELWORKS INC	20000210	2-ACC	0	1231	10-Q	20160930	2016	Q3	20161104	2016-11-04 16:03:00.0	0	1	pxlw-20160930.xml	1	
0001040593-16-000267	1040593	CARRIZO OIL & GAS INC	1311	US	TX	HOUSTON	77002	500 DALLAS STREET	SUITE 2300	7133281000	US	TX	HOUSTON	77002	500 DALLAS STREET	SUITE 2300	US	TX	760415919			1-LAF	0	1231	10-Q	20160930	2016	Q3	20161103	2016-11-03 16:37:00.0	0	1	crzo-20160930.xml	1	
0001040719-16-000155	1040719	WALTER INVESTMENT MANAGEMENT CORP	6162	US	FL	TAMPA	33607	3000 BAYPORT DRIVE	SUITE 1100	813-421-7600	US	FL	TAMPA	33607	3000 BAYPORT DRIVE	SUITE 1100	US	MD	133950486	HANOVER CAPITAL MORTGAGE HOLDINGS INC	19970917	1-LAF	0	1231	10-Q	20160930	2016	Q3	20161109	2016-11-09 06:04:00.0	0	1	wac-20160930.xml	1	
0001040765-16-000032	1040765	VORNADO REALTY LP	6798	US	NJ	PARAMUS	07652	210 ROUTE 4 EAST		212-894-7000	US	NY	NEW YORK	10019	888 SEVENTH AVE		US	DE	133925979			1-LAF	0	1231	10-Q	20160930	2016	Q3	20161104	2016-11-04 16:17:00.0	0	1	vrlp-20160930.xml	1	
0001040799-16-000034	1040799	FOUR OAKS FINCORP INC	6022	US	NC	FOUR OAKS	27524	6114 US 301 SOUTH		9199632177	US	NC	FOUR OAKS	27524	6114 US 301 SOUTH	P O BOX 309	US	NC	562028446			5-SML	0	1231	10-Q	20160930	2016	Q3	20161114	2016-11-14 16:46:00.0	0	1	fofn-20160930.xml	1	
0001040971-16-000037	1040971	SL GREEN REALTY CORP	6798	US	NY	NEW YORK	10170	420 LEXINGTON AVENUE		2125942700	US	NY	NEW YORK	10170	420 LEXINGTON AVENUE		US	MD	133956775			1-LAF	0	1231	10-Q	20160930	2016	Q3	20161109	2016-11-09 08:33:00.0	0	1	slg-20160930.xml	2	1492869
0001041061-16-000095	1041061	YUM BRANDS INC	5812	US	KY	LOUISVILLE	40213	1441 GARDINER LANE		5028748300	US	KY	LOUISVILLE	40213	1900 COLONEL SANDERS LANE		US	NC	133951308	TRICON GLOBAL RESTAURANTS INC	19970627	1-LAF	1	1231	10-Q	20160831	2016	Q3	20161011	2016-10-11 17:08:00.0	0	1	yum-932016x10q_htm.xml	1	
0001041379-16-000048	1041379	POPEYES LOUISIANA KITCHEN, INC.	5812	US	GA	ATLANTA	30346	400 PERIMETER CENTER TERRACE, SUITE 1000		4044594450	US	GA	ATLANTA	30346	400 PERIMETER CENTER TERRACE, SUITE 1000		US	MN	582016606	AFC ENTERPRISES INC	19970620	1-LAF	0	1231	10-Q	20160930	2016	Q3	20161109	2016-11-09 16:08:00.0	0	1	plki-20161002.xml	1	
0001041803-16-000096	1041803	PRICESMART INC	5331	US	CA	SAN DIEGO	92121	9740 SCRANTON ROAD		8584048800	US	CA	SAN DIEGO	92121	9740 SCRANTON ROAD		US	DE	330628530			1-LAF	1	0831	10-K	20160831	2016	FY	20161027	2016-10-27 16:13:00.0	0	1	c803-20160831.xml	1	
0001042046-16-000124	1042046	AMERICAN FINANCIAL GROUP INC	6331	US	OH	CINCINNATI	45202	GREAT AMERICAN INSURANCE GROUP TOWER	301 E. 4TH STREET	5135792121	US	OH	CINCINNATI	45202	GREAT AMERICAN INSURANCE GROUP TOWER	301 E. 4TH STREET	US	OH	311544320	AMERICAN FINANCIAL GROUP HOLDINGS INC	19970709	1-LAF	0	1231	10-Q	20160930	2016	Q3	20161104	2016-11-04 17:15:00.0	0	1	afg-20160930.xml	1	
0001042773-16-000038	1042773	CENTERPOINT ENERGY RESOURCES CORP	4911	US	TX	HOUSTON	77002	1111 LOUISIANA ST		713-207-3000	US	TX	HOUSTON	77002	1111 LOUISIANA ST		US	DE	760511406	RELIANT ENERGY RESOURCES CORP	19990317	4-NON	0	1231	10-Q	20160930	2016	Q3	20161104	2016-11-04 06:36:00.0	0	1	cerc-20160930.xml	1	
0001042776-16-000355	1042776	PIEDMONT OFFICE REALTY TRUST, INC.	6512	US	GA	JOHNS CREEK	30097	11695 JOHNS CREEK PARKWAY	STE 350	7704188800	US	GA	JOHNS CREEK	30097	11695 JOHNS CREEK PARKWAY	STE 350	US	MD	582328421	WELLS REAL ESTATE INVESTMENT TRUST INC	19980515	1-LAF	0	1231	10-Q	20160930	2016	Q3	20161101	2016-11-01 17:05:00.0	0	1	pdm-20160930.xml	1	
0001042810-16-000198	1042810	EQUITY ONE, INC.	6798	US	FL	NORTH MIAMI BEACH	33179	1600 N E MIAMI GARDENS DRIVE		305-947-1664	US	FL	NORTH MIAMI BEACH	33179	1600 N E MIAMI GARDENS DRIVE				521794271	EQUITY ONE INC	19970723	1-LAF	0	1231	10-Q	20160930	2016	Q3	20161109	2016-11-09 16:31:00.0	0	1	eqy-20160930.xml	1	
0001042893-16-000009	1042893	DRIL-QUIP INC	3533	US	TX	HOUSTON	77041	6401 N. ELDRIDGE PARKWAY		7139397711	US	TX	HOUSTON	77041	6401 N. ELDRIDGE PARKWAY		US	DE	742162088			1-LAF	0	1231	10-Q	20160930	2016	Q3	20161027	2016-10-26 19:03:00.0	0	1	drq-20160930.xml	1	
0001043277-16-000036	1043277	C H ROBINSON WORLDWIDE INC	4731	US	MN	EDEN PRAIRIE	55347	14701 CHARLSON ROAD		9529378500	US	MN	EDEN PRAIRIE	55347	14701 CHARLSON ROAD		US	DE	411883630			1-LAF	0	1231	10-Q	20160930	2016	Q3	20161109	2016-11-09 14:05:00.0	0	1	chrw-20160930.xml	1	
0001043604-16-000308	1043604	JUNIPER NETWORKS INC	3576	US	CA	SUNNYVALE	94089	1133 INNOVATION WAY		4087452000	US	CA	SUNNYVALE	94089	1133 INNOVATION WAY		US	DE	770422528			1-LAF	1	1231	10-Q	20160930	2016	Q3	20161108	2016-11-08 17:30:00.0	0	1	jnpr-20160930.xml	1	
0001043951-16-000092	1043951	CAMPBELL FUND TRUST	6221	US	MD	BALTIMORE	21209	2850 QUARRY LAKE DRIVE		410-413-2600	US	MD	BALTIMORE	21209	2850 QUARRY LAKE DRIVE		US	DE	946260018			4-NON	0	1231	10-Q	20160930	2016	Q3	20161115	2016-11-15 08:17:00.0	0	1	cft-20160930.xml	1	
0001043961-16-000037	1043961	TRANSGENOMIC INC	3826	US	NE	OMAHA	68164	12325 EMMET ST		4027385480	US	NE	OMAHA	68164	12325 EMMET STREET		US	DE	911789357			5-SML	0	1231	10-Q	20160930	2016	Q3	20161114	2016-11-14 14:31:00.0	0	1	tbio-20160930.xml	1	
0001044435-16-000151	1044435	ACTIVE POWER INC	4911	US	TX	AUSTIN	78758	2128 WEST BRAKER LANE, BK12		5128366464	US	TX	AUSTIN	78758	2128 WEST BRAKER LANE, BK12		US	DE	742642142			5-SML	0	1231	10-Q	20160930	2016	Q3	20161103	2016-11-03 16:32:00.0	0	1	acpw-20160930.xml	1	
